"FLEX_VALUE";"DESCRIPTION";"FLEX_VALUE||'00'";"DESCRIPTION_1";
"413006";"EFFETS A RECEVOIR JUIN";"41300600";"EFFETS A RECEVOIR JUIN";
"413007";"EFFETS A RECEVOIR JUILLET";"41300700";"EFFETS A RECEVOIR JUILLET";
"413008";"EFFETS A RECEVOIR AOUT";"41300800";"EFFETS A RECEVOIR AOUT";
"413009";"EFFETS A RECEVOIR SEPTEMBRE";"41300900";"EFFETS A RECEVOIR SEPTEMBRE";
"413010";"EFFETS A RECEVOIR OCTOBRE";"41301000";"EFFETS A RECEVOIR OCTOBRE";
"413011";"EFFETS A RECEVOIR NOVEMBRE";"41301100";"EFFETS A RECEVOIR NOVEMBRE";
"413012";"EFFETS A RECEVOIR DECEMBRE";"41301200";"EFFETS A RECEVOIR DECEMBRE";
"413701";"EAR FACTOR BNP JANVIER";"41370100";"EAR FACTOR BNP JANVIER";
"413702";"EAR FACTOR BNP FEVRIER";"41370200";"EAR FACTOR BNP FEVRIER";
"413703";"EAR FACTOR BNP MARS";"41370300";"EAR FACTOR BNP MARS";
"413704";"EAR FACTOR BNP AVRIL";"41370400";"EAR FACTOR BNP AVRIL";
"413705";"EAR FACTOR BNP MAI";"41370500";"EAR FACTOR BNP MAI";
"413706";"EAR FACTOR BNP JUIN";"41370600";"EAR FACTOR BNP JUIN";
"413707";"EAR FACTOR BNP JUILLET";"41370700";"EAR FACTOR BNP JUILLET";
"413708";"EAR FACTOR BNP AOUT";"41370800";"EAR FACTOR BNP AOUT";
"413709";"EAR FACTOR BNP SEPTEMBRE";"41370900";"EAR FACTOR BNP SEPTEMBRE";
"413710";"EAR FACTOR BNP OCTOBRE";"41371000";"EAR FACTOR BNP OCTOBRE";
"413711";"EAR FACTOR BNP NOVEMBRE";"41371100";"EAR FACTOR BNP NOVEMBRE";
"413712";"EAR FACTOR BNP DECEMBRE";"41371200";"EAR FACTOR BNP DECEMBRE";
"416100";"CLIENTS DOUTEUX";"41610000";"CLIENTS DOUTEUX";
"418100";"FACTURES A ETABLIR";"41810000";"FACTURES A ETABLIR";
"418101";"FACT A ETABLIR - INTRAGROUPE";"41810100";"FACT A ETABLIR - INTRAGROUPE";
"419100";"FACTURES D'ACOMPTES";"41910000";"FACTURES D'ACOMPTES";
"419200";"AVANCES CLIENTS SANS FACTURE";"41920000";"AVANCES CLIENTS SANS FACTURE";
"419800";"AVOIRS A ETABLIR";"41980000";"AVOIRS A ETABLIR";
"419801";"AVOIRS A ETABLIR - INTRAGROUPE";"41980100";"AVOIRS A ETABLIR - INTRAGROUPE";
"421100";"REMUNERATIONS DUES";"42110000";"REMUNERATIONS DUES";
"421200";"REMUNERATION APPORTS";"42120000";"REMUNERATION APPORTS";
"421300";"REMUNERATION DUES 415 et 416";"42130000";"REMUNERATION DUES 415 et 416";
"422000";"COMITE D'ENTREPRISE";"42200000";"COMITE D'ENTREPRISE";
"425000";"ACOMPTE TICKET RESTAURANT";"42500000";"ACOMPTE TICKET RESTAURANT";
"425100";"AVANCES & ACPTES SUR SALAIRES";"42510000";"AVANCES & ACPTES SUR SALAIRES";
"425110";"AVANCES SUR NOTES DE FRAIS";"42511000";"AVANCES SUR NOTES DE FRAIS";
"425111";"AVANCES CP AGS";"42511100";"AVANCES CP AGS";
"425115";"AVANCES PERMANENTES";"42511500";"AVANCES PERMANENTES";
"425120";"ACOMPTES SUR PRIMES";"42512000";"ACOMPTES SUR PRIMES";
"425130";"RETENUES DIVERSES";"42513000";"RETENUES DIVERSES";
"427100";"OPPOSITIONS SUR SALAIRES";"42710000";"OPPOSITIONS SUR SALAIRES";
"427101";"RETENUE / PAIE IMPOTS";"42710100";"RETENUE / PAIE IMPOTS";
"427102";"RETENUE AMENDES";"42710200";"RETENUE AMENDES";
"428200";"PROV CONGES PAYES HORS CHARGES";"42820000";"PROV CONGES PAYES HORS CHARGES";
"428211";"PROVISION CONGES PAYES BRUT (CONT/GESTION)";"42821100";"PROVISION CONGES PAYES BRUT (CONT/GESTION)";
"428212";"PROVISIONS DONS CP";"42821200";"PROVISIONS DONS CP";
"428213";"REGUL PROV CP REGLE 10%";"42821300";"REGUL PROV CP REGLE 10%";
"428240";"PROV ARTT HORS CHARGES";"42824000";"PROV ARTT HORS CHARGES";
"428250";"PROV PRIME PRECARITE";"42825000";"PROV PRIME PRECARITE";
"428260";"PROV REPOS COMPENSATEUR";"42826000";"PROV REPOS COMPENSATEUR";
"428400";"PROV PARTICIPATIONS SALARIES";"42840000";"PROV PARTICIPATIONS SALARIES";
"428600";"PROV 13E MOIS+PRIME VACANCE";"42860000";"PROV 13E MOIS+PRIME VACANCE";
"428610";"PROV NOTES DE FRAIS DUES";"42861000";"PROV NOTES DE FRAIS DUES";
"428620";"PROV SAL. A PAYER";"42862000";"PROV SAL. A PAYER";
"428625";"PROV. ASTREINTE A PAYER";"42862500";"PROV. ASTREINTE A PAYER";
"428630";"PROV BONUS & PRIMES";"42863000";"PROV BONUS & PRIMES";
"428635";"PROV PLD CG";"42863500";"PROV PLD CG";
"428700";"PERSONNEL PRODUITS A RECEVOIR";"42870000";"PERSONNEL PRODUITS A RECEVOIR";
"431000";"URSSAF";"43100000";"URSSAF";
"431100";"I.J.S.S.";"43110000";"I.J.S.S.";
"431200";"IJ PREVOY";"43120000";"IJ PREVOY";
"437000";"POLE EMPLOI SERVICES";"43700000";"POLE EMPLOI SERVICES";
"437100";"MUTUELLE PREVOYANCE";"43710000";"MUTUELLE PREVOYANCE";
"437101";"PREVOYANCE";"43710100";"PREVOYANCE";
"437200";"MEDECINE DU TRAVAIL";"43720000";"MEDECINE DU TRAVAIL";
"437300";"RETRAITES";"43730000";"RETRAITES";
"437400";"AGESSA";"43740000";"AGESSA";
"437500";"TICKETS RESTAURANT";"43750000";"TICKETS RESTAURANT";
"437600";"Chéques vacances";"43760000";"Chéques vacances";
"438200";"PROV CH. S/CP";"43820000";"PROV CH. S/CP";
"438210";"PROV CH/13E MOIS";"43821000";"PROV CH/13E MOIS";
"438211";"PROVISION CHARGE CONGES PAYES (CONT/GESTION)";"43821100";"PROVISION CHARGE CONGES PAYES (CONT/GESTION)";
"438212";"PROVISIONS CHARGES DONS CP";"43821200";"PROVISIONS CHARGES DONS CP";
"438220";"PROV CH/SAL.A PAYER";"43822000";"PROV CH/SAL.A PAYER";
"438225";"PROV CH/ASTREINTES";"43822500";"PROV CH/ASTREINTES";
"438230";"PROV CH/BONUS&PRIMES";"43823000";"PROV CH/BONUS&PRIMES";
"438235";"PROV CHGES PLD CG";"43823500";"PROV CHGES PLD CG";
"438240";"PROV CH.S/ ARTT";"43824000";"PROV CH.S/ ARTT";
"438250";"PROV CH/PRIME PRECAR";"43825000";"PROV CH/PRIME PRECAR";
"438260";"PROV CH./REPOS COMPENSATEUR";"43826000";"PROV CH./REPOS COMPENSATEUR";
"438600";"AUTRES CHARGES A PAYER";"43860000";"AUTRES CHARGES A PAYER";
"438610";"PROV TAXE APPRENTISSAGE";"43861000";"PROV TAXE APPRENTISSAGE";
"438620";"PROV FORMATION CONTINUE";"43862000";"PROV FORMATION CONTINUE";
"438625";"PROV FORMATION DIF";"43862500";"PROV FORMATION DIF";
"438630";"PROV CONSTRUCTION";"43863000";"PROV CONSTRUCTION";
"438640";"PROV ORGANIC";"43864000";"PROV ORGANIC";
"438650";"PROV AGEFIPH";"43865000";"PROV AGEFIPH";
"438700";"PRODUITS A RECEVOIR";"43870000";"PRODUITS A RECEVOIR";
"438710";"PDTS A REC FONGECIF";"43871000";"PDTS A REC FONGECIF";
"441000";"ETAT - SUBVENTION A RECEVOIR";"44100000";"ETAT - SUBVENTION A RECEVOIR";
"442000";"ETAT-IMPOT & TAXE RECOUV/TIERS";"44200000";"ETAT-IMPOT & TAXE RECOUV/TIERS";
"442100";"Prélèvements à la source (IR)";"44210000";"Prélèvements à la source (IR)";
"444000";"ETAT IMPOT BENEFICES";"44400000";"ETAT IMPOT BENEFICES";
"444001";"CREDIT IMPOT RECHERCHE";"44400100";"CREDIT IMPOT RECHERCHE";
"444002";"CARRY BACK";"44400200";"CARRY BACK";
"444003";"CIR FILIALE";"44400300";"CIR FILIALE";
"444004";"CREDIT IMPOT APPRENTISSAGE";"44400400";"CREDIT IMPOT APPRENTISSAGE";
"444005";"CICE";"44400500";"CICE";
"444006";"CICE SUR CP";"44400600";"CICE SUR CP";
"444100";"ETAT IMPOT INTEGR FISCALE GFI INFO";"44410000";"ETAT IMPOT INTEGR FISCALE GFI INFO";
"444135";"IS IF GFI ELIOS";"44413500";"IS IF GFI ELIOS";
"444300";"IS IF CHRONOTIME";"44430000";"IS IF CHRONOTIME";
"444303";"IS IF GFI BFA";"44430300";"IS IF GFI BFA";
"444400";"IS IF.FINANC.SINORG";"44440000";"IS IF.FINANC.SINORG";
"444403";"IS IF GFI BUS";"44440300";"IS IF GFI BUS";
"444410";"IS IF GFI PROGICIELS";"44441000";"IS IF GFI PROGICIELS";
"444415";"IS IF ADDSTONES";"44441500";"IS IF ADDSTONES";
"444418";"IS IF GFI BT";"44441800";"IS IF GFI BT";
"444421";"IS IF GFI AWAK'IT";"44442100";"IS IF GFI AWAK'IT";
"444422";"IS IF GFI TIKAWA";"44442200";"IS IF GFI TIKAWA";
"444425";"IS IF ITN";"44442500";"IS IF ITN";
"444427";"IS IF GFI INFORMATIQUE TELECOM (IT)";"44442700";"IS IF GFI INFORMATIQUE TELECOM (IT)";
"444437";"IS IF BDOC";"44443700";"IS IF BDOC";
"444470";"IS IF.NEMAUSIC";"44447000";"IS IF.NEMAUSIC";
"444500";"IS IF GFI GROUPE IP";"44450000";"IS IF GFI GROUPE IP";
"444501";"IS IF GFI IP";"44450100";"IS IF GFI IP";
"444504";"IS IF ADELIOR FRANCE";"44450400";"IS IF ADELIOR FRANCE";
"444505";"IS IF GFI EUVOXA";"44450500";"IS IF GFI EUVOXA";
"444523";"IS IF BTD CONSULTING";"44452300";"IS IF BTD CONSULTING";
"444524";"IS IF ELITES CONSULTING";"44452400";"IS IF ELITES CONSULTING";
"444661";"IS IF GFI CONSULTING";"44466100";"IS IF GFI CONSULTING";
"444663";"IS IIF NFOGEN SYSTEM";"44466300";"IS IIF NFOGEN SYSTEM";
"444664";"IS IF GFI INFOGEN";"44466400";"IS IF GFI INFOGEN";
"444665";"IS IF GFI MONETIC";"44466500";"IS IF GFI MONETIC";
"444750";"IS IF INFO.SERV.";"44475000";"IS IF INFO.SERV.";
"444800";"IS IF GIFIMO";"44480000";"IS IF GIFIMO";
"445510";"TVA A DECAISSER";"44551000";"TVA A DECAISSER";
"445550";"TVA EXPORT";"44555000";"TVA EXPORT";
"445620";"TVA DED/ IMMO";"44562000";"TVA DED/ IMMO";
"445640";"TVA DEDUCT ART 259B";"44564000";"TVA DEDUCT ART 259B";
"445660";"TVA DED/ DEBITS";"44566000";"TVA DED/ DEBITS";
"445661";"TVA DED/ DECAISSEMENTS";"44566100";"TVA DED/ DECAISSEMENTS";
"445662";"TVA DED/DECAISSEMENTS";"44566200";"TVA DED/DECAISSEMENTS";
"445663";"TVA S/Encaissement E 10%";"44566300";"TVA S/Encaissement E 10%";
"445665";"TVA DED/DECAIS 7% SINGAPOUR";"44566500";"TVA DED/DECAIS 7% SINGAPOUR";
"445666";"TVA DED/DECAIS 8.5%";"44566600";"TVA DED/DECAIS 8.5%";
"445667";"TVA DEDUCT HORS MODULE";"44566700";"TVA DEDUCT HORS MODULE";
"445668";"TVA DEDUCTIBLE ALGERIE";"44566800";"TVA DEDUCTIBLE ALGERIE";
"445670";"CREDIT DE TVA";"44567000";"CREDIT DE TVA";
"445705";"TVA COL/ENC 5.5%";"44570500";"TVA COL/ENC 5.5%";
"445710";"TVA COL/ENC 20.60 %";"44571000";"TVA COL/ENC 20.60 %";
"445711";"TVA COL/ENC 20%";"44571100";"TVA COL/ENC 20%";
"445717";"TVA COL/ENC. 7 % SINGAPOUR";"44571700";"TVA COL/ENC. 7 % SINGAPOUR";
"445718";"TVA COL/ENC. 8.5 % POLYNESIE";"44571800";"TVA COL/ENC. 8.5 % POLYNESIE";
"445719";"TVA COL/ ENC 19.6%";"44571900";"TVA COL/ ENC 19.6%";
"445720";"TVA COL/DEB 20.60 %";"44572000";"TVA COL/DEB 20.60 %";
"445721";"TVA COLLECTEE DEB 20%";"44572100";"TVA COLLECTEE DEB 20%";
"445725";"TVA COL/DEB 5.5%";"44572500";"TVA COL/DEB 5.5%";
"445727";"TVA COL/DEB 7% SINGAPOUR";"44572700";"TVA COL/DEB 7% SINGAPOUR";
"445728";"TVA COL. 8.5% DEBITS POLYNESIE";"44572800";"TVA COL. 8.5% DEBITS POLYNESIE";
"445729";"TVA COL/ DEB 19.6%";"44572900";"TVA COL/ DEB 19.6%";
"445730";"EXONERE DE TVA";"44573000";"EXONERE DE TVA";
"445740";"TVA COLLECT ART 259B";"44574000";"TVA COLLECT ART 259B";
"445770";"TVA ENCAIS 20,6%";"44577000";"TVA ENCAIS 20,6%";
"445771";"TVA ENCAISSEES 20%";"44577100";"TVA ENCAISSEES 20%";
"445775";"TVA ENCAISSEE 5.5%";"44577500";"TVA ENCAISSEE 5.5%";
"445777";"TVA ENCAISSEE 7%";"44577700";"TVA ENCAISSEE 7%";
"445778";"TVA ENCAIS 8,5%";"44577800";"TVA ENCAIS 8,5%";
"445779";"TVA ENCAIS 19,6%";"44577900";"TVA ENCAIS 19,6%";
"445790";"REPRISE TVA COLLECTEE HORS AR";"44579000";"REPRISE TVA COLLECTEE HORS AR";
"445800";"TVA ACOMPTE";"44580000";"TVA ACOMPTE";
"445820";"TVA SUR ACOMPTE RECU";"44582000";"TVA SUR ACOMPTE RECU";
"445860";"TVA SUR FACT NON PARVENUES";"44586000";"TVA SUR FACT NON PARVENUES";
"445865";"TVA SUR AVOIRS NON PARVENUS";"44586500";"TVA SUR AVOIRS NON PARVENUS";
"445870";"TVA SUR FACT A ETABLIR";"44587000";"TVA SUR FACT A ETABLIR";
"445875";"TVA SUR AVOIRS A ETABLIR";"44587500";"TVA SUR AVOIRS A ETABLIR";
"447100";"TAXE VEHICULES DES SOCIETES";"44710000";"TAXE VEHICULES DES SOCIETES";
"448600";"PROV CVAE";"44860000";"PROV CVAE";
"448601";"PROV CFE";"44860100";"PROV CFE";
"448630";"ETAT - CHARGES A PAYER";"44863000";"ETAT - CHARGES A PAYER";
"448700";"ETAT - PRODUITS A RECEVOIR";"44870000";"ETAT - PRODUITS A RECEVOIR";
"451001";"C/C ASSOCIES";"45100100";"C/C ASSOCIES";
"451100";"C/C GFI INFORMATIQUE";"45110000";"C/C GFI INFORMATIQUE";
"451118";"C/C GIE EUROPEENE SOFTWARE";"45111800";"C/C GIE EUROPEENE SOFTWARE";
"451135";"C/C ELIOS";"45113500";"C/C ELIOS";
"451300";"C/C GFI CHRONOTIME";"45130000";"C/C GFI CHRONOTIME";
"451301";"C/C SCBF";"45130100";"C/C SCBF";
"451303";"C/C GIFI 1";"45130300";"C/C GIFI 1";
"451322";"C/C ROFF NCA MAROC";"45132200";"C/C ROFF NCA MAROC";
"451400";"C/C FINANCIERE SINORG";"45140000";"C/C FINANCIERE SINORG";
"451403";"C/C GFI BUS";"45140300";"C/C GFI BUS";
"451410";"C/C GFI PROGICIELS";"45141000";"C/C GFI PROGICIELS";
"451413";"C/C COGNITIS GROUP";"45141300";"C/C COGNITIS GROUP";
"451414";"C/C COGNITIS FRANCE";"45141400";"C/C COGNITIS FRANCE";
"451415";"C/C ADDSTONES";"45141500";"C/C ADDSTONES";
"451416";"C/C Addstones SAS";"45141600";"C/C Addstones SAS";
"451417";"C/C COGNITIS SYSTEMS INC";"45141700";"C/C COGNITIS SYSTEMS INC";
"451418";"C/C GFI BT";"45141800";"C/C GFI BT";
"451420";"C/C SL PROGRESS";"45142000";"C/C SL PROGRESS";
"451421";"C/C AWAK'IT";"45142100";"C/C AWAK'IT";
"451422";"C/C TIKAWA";"45142200";"C/C TIKAWA";
"451424";"C/C AIRIAL";"45142400";"C/C AIRIAL";
"451425";"C/C ITN";"45142500";"C/C ITN";
"451426";"C/C DACRYDIUM";"45142600";"C/C DACRYDIUM";
"451427";"C/C GFI IT";"45142700";"C/C GFI IT";
"451428";"C/C EDIGITALIS";"45142800";"C/C EDIGITALIS";
"451429";"C/C CYNAPSYS";"45142900";"C/C CYNAPSYS";
"451430";"C/C GFI GFI N3XT";"45143000";"C/C GFI GFI N3XT";
"451435";"C/C FINANCIERE ORDIROPE";"45143500";"C/C FINANCIERE ORDIROPE";
"451437";"C/C BUSINESS DOCUMENT";"45143700";"C/C BUSINESS DOCUMENT";
"451438";"C/C NOVULYS";"45143800";"C/C NOVULYS";
"451439";"C/C METAWARE";"45143900";"C/C METAWARE";
"451440";"C/C GIE ANIS";"45144000";"C/C GIE ANIS";
"451441";"C/C GARSYS";"45144100";"C/C GARSYS";
"451442";"C/C GFI TNBS";"45144200";"C/C GFI TNBS";
"451470";"C/C NEMAUSIC";"45147000";"C/C NEMAUSIC";
"451471";"C/C SCI VIA DOMITIA";"45147100";"C/C SCI VIA DOMITIA";
"451500";"C/C GFI GROUPE IP (GA)";"45150000";"C/C GFI GROUPE IP (GA)";
"451501";"C/C GFI INFRASTRUCTURE&PROD";"45150100";"C/C GFI INFRASTRUCTURE&PROD";
"451504";"C/C INFORMATIQUE ENTREPRISE SOLUTIONS";"45150400";"C/C INFORMATIQUE ENTREPRISE SOLUTIONS";
"451505";"C/C  GFI CONSEIL ET INTEGRATION DE SOLUTIONS";"45150500";"C/C  GFI CONSEIL ET INTEGRATION DE SOLUTIONS";
"451508";"C/C ADELIOR BENELUX";"45150800";"C/C ADELIOR BENELUX";
"451509";"C/C ALGORIEL";"45150900";"C/C ALGORIEL";
"451520";"C/C GROUPE BTD";"45152000";"C/C GROUPE BTD";
"451521";"C/C ALLIANCE INGENIERIE";"45152100";"C/C ALLIANCE INGENIERIE";
"451523";"C/C BTD CONSULTING";"45152300";"C/C BTD CONSULTING";
"451524";"C/C ELITES CONSULTING";"45152400";"C/C ELITES CONSULTING";
"451661";"C/C GFI CONSULTING";"45166100";"C/C GFI CONSULTING";
"451662";"C/C BRAND NEW DAY CONSULTING";"45166200";"C/C BRAND NEW DAY CONSULTING";
"451663";"C/C INFOGEN SYSTEM";"45166300";"C/C INFOGEN SYSTEM";
"451664";"C/C GFI INFOGEN";"45166400";"C/C GFI INFOGEN";
"451665";"C/C GFI MONETIC";"45166500";"C/C GFI MONETIC";
"451667";"C/C SRM GFI";"45166700";"C/C SRM GFI";
"451669";"C/C ANTAE";"45166900";"C/C ANTAE";
"451701";"C/C SOMAFOR France";"45170100";"C/C SOMAFOR France";
"451702";"C/C SOMAFOR Cote ivoire";"45170200";"C/C SOMAFOR Cote ivoire";
"451750";"C/C INFORMATIQ ET SERVICES";"45175000";"C/C INFORMATIQ ET SERVICES";
"451800";"C/C GIFIMO";"45180000";"C/C GIFIMO";
"451801";"C/C IMPAQ Sp Zoo (Pologne)";"45180100";"C/C IMPAQ Sp Zoo (Pologne)";
"451803";"C/C IMPAQ UK";"45180300";"C/C IMPAQ UK";
"451930";"C/C GFI TUNISIE";"45193000";"C/C GFI TUNISIE";
"451965";"C/C ROFF Portugal";"45196500";"C/C ROFF Portugal";
"451970";"C/C THETA";"45197000";"C/C THETA";
"451971";"C/C ROFF FRANCE";"45197100";"C/C ROFF FRANCE";
"451982";"C/C ROFF Singapour";"45198200";"C/C ROFF Singapour";
"452100";"C/C BIS GFI INFORMATIQUE";"45210000";"C/C BIS GFI INFORMATIQUE";
"452118";"C/C BIS EUROPEAN SOFTWARE";"45211800";"C/C BIS EUROPEAN SOFTWARE";
"452135";"C/C BIS ELIOS";"45213500";"C/C BIS ELIOS";
"452300";"C/C BIS GFI CHRONO-TIME";"45230000";"C/C BIS GFI CHRONO-TIME";
"452303";"C/C BIS GFI BFA";"45230300";"C/C BIS GFI BFA";
"452400";"C/C BIS FINANCIERE SINORG";"45240000";"C/C BIS FINANCIERE SINORG";
"452403";"C/C BIS GFI BUS";"45240300";"C/C BIS GFI BUS";
"452410";"C/C BIS GFI PROGICIEL";"45241000";"C/C BIS GFI PROGICIEL";
"452413";"C/C BIS COGNITIS GROUPE";"45241300";"C/C BIS COGNITIS GROUPE";
"452414";"C/C BIS COGNITIS FRANCE";"45241400";"C/C BIS COGNITIS FRANCE";
"452415";"C/C BIS ADDSTONES";"45241500";"C/C BIS ADDSTONES";
"452416";"C/C BIS Addstones SAS";"45241600";"C/C BIS Addstones SAS";
"452418";"C/C BIS GFI BT";"45241800";"C/C BIS GFI BT";
"452420";"C/C BIS SL PROGRESS";"45242000";"C/C BIS SL PROGRESS";
"452421";"C/C BIS AWAK'IT";"45242100";"C/C BIS AWAK'IT";
"452422";"C/C BIS TIKAWA";"45242200";"C/C BIS TIKAWA";
"452425";"C/C BIS ITN";"45242500";"C/C BIS ITN";
"452427";"C/C BIS GFI IT";"45242700";"C/C BIS GFI IT";
"452428";"C/C BIS EDIGITALIS";"45242800";"C/C BIS EDIGITALIS";
"452429";"C/C BIS CYNAPSYS";"45242900";"C/C BIS CYNAPSYS";
"452430";"C/C BIS GFI N3XT";"45243000";"C/C BIS GFI N3XT";
"452436";"C/C BIS TAHIS CONSULTING";"45243600";"C/C BIS TAHIS CONSULTING";
"452437";"C/C BIS BDOC";"45243700";"C/C BIS BDOC";
"452438";"C/C BIS NOVULYS";"45243800";"C/C BIS NOVULYS";
"452439";"C/C BIS METAWARE";"45243900";"C/C BIS METAWARE";
"452440";"C/C BIS GIE ANIS";"45244000";"C/C BIS GIE ANIS";
"452441";"C/C BIS GARSYS";"45244100";"C/C BIS GARSYS";
"452442";"C/C BIS TNBS";"45244200";"C/C BIS TNBS";
"452470";"C/C BIS NEMAUSIC";"45247000";"C/C BIS NEMAUSIC";
"452471";"C/C BIS SCI VIA DOMITIA";"45247100";"C/C BIS SCI VIA DOMITIA";
"452500";"C/C BIS GFI GROUPE INFRAST ET PDT";"45250000";"C/C BIS GFI GROUPE INFRAST ET PDT";
"452501";"C/C BIS GFI INFRAST ET PDT";"45250100";"C/C BIS GFI INFRAST ET PDT";
"452504";"C/C BIS INFORMATIQUE ENTREPRISE SOLUTIONS";"45250400";"C/C BIS INFORMATIQUE ENTREPRISE SOLUTIONS";
"452505";"C/C BIS GFI CONSEIL ET INTEGRATION DE SOLUTIONS";"45250500";"C/C BIS GFI CONSEIL ET INTEGRATION DE SOLUTIONS";
"452509";"C/C BIS ALGORIEL";"45250900";"C/C BIS ALGORIEL";
"452520";"C/C BIS GROUPE BTD";"45252000";"C/C BIS GROUPE BTD";
"452521";"C/C BIS ALLIANCE INGENIERIE";"45252100";"C/C BIS ALLIANCE INGENIERIE";
"452522";"C/C BIS ALLIANCE SI";"45252200";"C/C BIS ALLIANCE SI";
"452523";"C/C BIS BTD";"45252300";"C/C BIS BTD";
"452524";"C/C BIS ELITES CONSULTING";"45252400";"C/C BIS ELITES CONSULTING";
"452526";"C/C BIS BBS ONE";"45252600";"C/C BIS BBS ONE";
"452661";"C/C BIS GFI CONSULTING";"45266100";"C/C BIS GFI CONSULTING";
"452662";"C/C BIS BRAND NEW DAY CONSULTING";"45266200";"C/C BIS BRAND NEW DAY CONSULTING";
"452663";"C/C BIS INFOGEN SYSTEM";"45266300";"C/C BIS INFOGEN SYSTEM";
"452664";"C/C BIS GFI INFOGEN";"45266400";"C/C BIS GFI INFOGEN";
"452665";"C/C BIS GFI MONETIC";"45266500";"C/C BIS GFI MONETIC";
"452667";"C/C BIS SRM GFI";"45266700";"C/C BIS SRM GFI";
"452669";"C/C bis ANTAE";"45266900";"C/C bis ANTAE";
"452701";"C/C SOMAFOR France";"45270100";"C/C SOMAFOR France";
"452750";"C/C BIS INFO ET SERVICES";"45275000";"C/C BIS INFO ET SERVICES";
"452800";"C/C BIS GIFIMO";"45280000";"C/C BIS GIFIMO";
"452971";"C/C BIS ROFF FRANCE";"45297100";"C/C BIS ROFF FRANCE";
"452982";"C/C BIS ROFF Singapour";"45298200";"C/C BIS ROFF Singapour";
"453100";"C/C APPORT CIS";"45310000";"C/C APPORT CIS";
"453403";"C/C APPORT GFI BUS";"45340300";"C/C APPORT GFI BUS";
"453418";"C/C APPORT GFI BT";"45341800";"C/C APPORT GFI BT";
"453501";"C/C APPORT EUVOXA/IP";"45350100";"C/C APPORT EUVOXA/IP";
"453505";"C/C APPORT CIS";"45350500";"C/C APPORT CIS";
"454501";"C/C APPORT BTD CONSULT/GFI IP";"45450100";"C/C APPORT BTD CONSULT/GFI IP";
"454523";"C/C APPORT BTD CONSULT A GFI IP";"45452300";"C/C APPORT BTD CONSULT A GFI IP";
"455100";"COMPTE COURANT ASSOCIES";"45510000";"COMPTE COURANT ASSOCIES";
"455101";"COMPTE COURANT GALLIT";"45510100";"COMPTE COURANT GALLIT";
"455102";"COMPTE COURANT A2PC";"45510200";"COMPTE COURANT A2PC";
"455800";"INTERETS C/C ASSOCIES";"45580000";"INTERETS C/C ASSOCIES";
"455860";"INT COURUS A PAYER GROUPE";"45586000";"INT COURUS A PAYER GROUPE";
"455870";"INT COURUS A RECEVOIR GROUPE";"45587000";"INT COURUS A RECEVOIR GROUPE";
"456210";"ACT. CAPITAL APPELE NON VERSE";"45621000";"ACT. CAPITAL APPELE NON VERSE";
"457000";"DIVIDENDES A REGLER";"45700000";"DIVIDENDES A REGLER";
"462000";"CREANCES SUR CESSIONS D' IMMOBILISATIONS";"46200000";"CREANCES SUR CESSIONS D' IMMOBILISATIONS";
"467200";"DEBITEURS DIVERS";"46720000";"DEBITEURS DIVERS";
"467201";"LIQUIDATEUR DEBITEUR";"46720100";"LIQUIDATEUR DEBITEUR";
"467202";"DEBITEUR DIVERS ARES";"46720200";"DEBITEUR DIVERS ARES";
"467204";"DEBITEUR DIVERS THALES";"46720400";"DEBITEUR DIVERS THALES";
"467205";"DEBITEUR EUROFACTOR - COURANT";"46720500";"DEBITEUR EUROFACTOR - COURANT";
"467206";"DEBITEUR EUROFACTOR - GARANTIE";"46720600";"DEBITEUR EUROFACTOR - GARANTIE";
"467207";"DEBITEUR EUROFACTOR - RESERVE";"46720700";"DEBITEUR EUROFACTOR - RESERVE";
"467300";"CREDITEURS DIVERS";"46730000";"CREDITEURS DIVERS";
"467301";"LIQUIDATEUR CREDITEUR";"46730100";"LIQUIDATEUR CREDITEUR";
"467302";"CREDITEUR DIVERS ARES";"46730200";"CREDITEUR DIVERS ARES";
"467303";"CREDITEUR DIVERS APTA France";"46730300";"CREDITEUR DIVERS APTA France";
"468600";"CH. A PAYER CREDITEURS DIVERS";"46860000";"CH. A PAYER CREDITEURS DIVERS";
"468700";"PRODUITS A RECEVOIR DEB DIVERS";"46870000";"PRODUITS A RECEVOIR DEB DIVERS";
"471000";"COMPTE ATTENTE LETTRAGE ZERO";"47100000";"COMPTE ATTENTE LETTRAGE ZERO";
"471001";"COMPTE ATTENTE OD AR";"47100100";"COMPTE ATTENTE OD AR";
"471200";"COMPTE D'ATTENTE MODULE FA";"47120000";"COMPTE D'ATTENTE MODULE FA";
"471666";"ECART DE CHANGE/RGLMT FOURN ETRANGERS";"47166600";"ECART DE CHANGE/RGLMT FOURN ETRANGERS";
"471890";"FEC_CLOTURE N-1";"47189000";"FEC_CLOTURE N-1";
"472100";"COMPTE ATTENTE MIGRATION GL";"47210000";"COMPTE ATTENTE MIGRATION GL";
"472401";"COMPTE ATTENTE MIGRATION AP";"47240100";"COMPTE ATTENTE MIGRATION AP";
"472409";"COMPTE ATTENTE ACOMPTE FOURNISSEUR";"47240900";"COMPTE ATTENTE ACOMPTE FOURNISSEUR";
"472411";"COMPTE ATTENTE MIGRATION AR";"47241100";"COMPTE ATTENTE MIGRATION AR";
